company_name,email,website,phone,street,postcode,city,country,founding_year,employee_count,distribution_area,description,source,source_detail,verify_status,verify_code,verify_method,catch_all
Heppner Düsseldorf GmbH,kontakt@heppner-group.com; office@heppner-group.com,https://www.heppner-group.com/de/solutions/logistik/,+49 211 390940,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@heppner-group.com,office@heppner-group.com",unknown,,smtp_unreachable,false
Heppner South Germany GmbH & Co. KG,kontakt@heppner.de; office@heppner.de,http://www.heppner.de/,+49 69 401080,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@heppner.de,office@heppner.de",unknown,,smtp_unreachable,false
HuT Handling und Transport GmbH,info@hut-str.de; kontakt@hut-str.de; office@hut-str.de,http://www.hut-str.de/,+49 711 32060828,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@hut-str.de,office@hut-str.de; consolidated_sync:info@hut-str.de",unknown,,smtp_unreachable,false
IW-Transport GmbH,kontakt@iw-transport.com; office@iw-transport.com,https://www.iw-transport.com/,+49 341 8685711,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@iw-transport.com,office@iw-transport.com; consolidated_sync:service@iw-transport.de",unknown,,smtp_unreachable,false
Kay Pauli Transportunternehmen,info@pq-transport.de; kontakt@pauli-transporte.de; office@pauli-transporte.de,http://www.pauli-transporte.de/,+49 201 4306508,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@pauli-transporte.de,office@pauli-transporte.de; consolidated_sync:info@pq-transport.de",unknown,,smtp_unreachable,false
Keiper Transport u. Spedition GmbH,axel.keiper@keiper-transport.de; info@keiper-transport.de; kathrin.keiper@keiper-transport.de,http://keiper-transport.com/Kontakt.html,+49 69 702095,,,,DE,,,,,MVP,"Apify_emails + MVP; consolidated_sync:axel.keiper@keiper-transport.de,info@keiper-transport.de,kathrin.keiper@keiper-transport.de",unknown,,smtp_unreachable,false
Kraftverkehr Leipzig GmbH Möbelspedition,0341-5265222service@kraftverkehr-leipzig.de; 244d.dreikant@kraftverkehr-leipzig.de; d.dreikant@kraftverkehr-leipzig.de; service@kraftverkehr-leipzig.de; tschurnservice@kraftverkehr-leipzig.de,http://www.kraftverkehr-leipzig.de/,+49 341 526520,,,,DE,,,,,MVP,"Apify_emails + MVP; consolidated_sync:0341-5265222service@kraftverkehr-leipzig.de,244d.dreikant@kraftverkehr-leipzig.de,d.dreikant@kraftverkehr-leipzig.de,service@kraftverkehr-leipzig.de,tschurnservice@kraftverkehr-leipzig.de",unknown,,smtp_unreachable,false
LASTENTAXI MÜNCHEN,info@lastentaxi-muenchen.de; kontakt@lastentaxi-muenchen.de; office@lastentaxi-muenchen.de; info@lastentaxi-muenchen.dewebsite,http://www.lastentaxi-muenchen.de/,+49 89 21543137; +49 89 41611978,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@lastentaxi-muenchen.de,office@lastentaxi-muenchen.de; consolidated_sync:info@lastentaxi-muenchen.de,info@lastentaxi-muenchen.dewebsite",unknown,,smtp_unreachable,false
LTG Logistik- und Transport GmbH,kontakt@ltg-logistik.de; office@ltg-logistik.de,http://www.ltg-logistik.de/,+49 40 78918385,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Recklinghausen, status: removed",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@ltg-logistik.de,office@ltg-logistik.de",unknown,,smtp_unreachable,false
Leipziger Logistik und Lagerhaus Südwest GmbH,kontakt@leipziger-logistik.com; office@leipziger-logistik.com; info@lll-ka.comkontakt,http://www.leipziger-logistik.com/,+49 341 426890,,,,DE,,,,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: removed",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@leipziger-logistik.com,office@leipziger-logistik.com; consolidated_sync:info@lll-ka.comkontakt",unknown,,smtp_unreachable,false
Luggage Storage Munich Gepäckaufbewahrung von Hauptbahnhof München bis Marienplatz Rindermarkt 6 in Passage by KADO NAILS,info@drop.usebounce.com; kontakt@drop.usebounce.com; office@drop.usebounce.com; service@drop.usebounce.com; vertrieb@drop.usebounce.com,https://drop.usebounce.com/sc7ivpk2,+49 89 46229730,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx:vertrieb@drop.usebounce.com,service@drop.usebounce.com,office@drop.usebounce.com,info@drop.usebounce.com,kontakt@drop.usebounce.com",unknown,,smtp_unreachable,false
Lüttenberg Transporte,kontakt@luettenberg-transporte.de; office@luettenberg-transporte.de,http://www.luettenberg-transporte.de/,+49 201 482995,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@luettenberg-transporte.de,office@luettenberg-transporte.de",unknown,,smtp_unreachable,false
M.C.G GbR Europaweiter Kurierdienst und Autotransport,kontakt@mcg-transporte.de; office@mcg-transporte.de; anfrage@mcg-transporte.de; info@mcg-transporte.de,https://www.mcg-transporte.de/,+49 89 3542267,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@mcg-transporte.de,office@mcg-transporte.de; consolidated_sync:anfrage@mcg-transporte.de,info@mcg-transporte.de",unknown,,smtp_unreachable,false
MANA Logistik & Transport,info@mana-logistik.de; kontakt@manalogistik.de; office@manalogistik.de,https://manalogistik.de/,+49 221 59554869,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@manalogistik.de,office@manalogistik.de; consolidated_sync:info@mana-logistik.de",unknown,,smtp_unreachable,false
Mach-ernst! Spezialtransporte,kontakt@mach-ernst.de; office@mach-ernst.de,http://www.mach-ernst.de/,+49 40 32596041,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@mach-ernst.de,office@mach-ernst.de",unknown,,smtp_unreachable,false
Marienplatz,mvgmuseum@swm.de,https://www.mvg.de/meinhalt/marienplatz,,,,,DE,,,,,MVP,Apify_emails + MVP; consolidated_sync:mvgmuseum@swm.de,unknown,,smtp_unreachable,false
Mencke Spedition Stelle GmbH,info@mencke-spedition.de; kontakt@mencke-spedition.de; office@mencke-spedition.de,http://www.mencke-spedition.de/,+49 40 79750950,,,,DE,,,,"OffeneRegister: de, Lower Saxony, Lüneburg, status: removed",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@mencke-spedition.de,office@mencke-spedition.de; consolidated_sync:info@mencke-spedition.de",unknown,,smtp_unreachable,false
Michael Herrhammer Transporte,kontakt@ocsfra.com; office@ocsfra.com,http://www.ocsfra.com/contact.html,+49 89 4515920,,,,DE,,,,"OffeneRegister: de, Bavaria, München, status: currently registered",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@ocsfra.com,office@ocsfra.com",unknown,,smtp_unreachable,false
My-Transport-Service,info@my-transport-service.de; info@my-transport-service.destartseite; info@my-transport-service.destartumzug,https://www.my-transport-service.com/,+49 40 41304807,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@my-transport-service.com,office@my-transport-service.com; consolidated_sync:info@my-transport-service.de,info@my-transport-service.destartseite,info@my-transport-service.destartumzug",unknown,,smtp_unreachable,false
Möbellogistik Didschun - Umzugsunternehmen in Leipzig,info-didschun@t-online.de; info@umzuege-didschun.de; kontakt@umzuege-didschun.de; office@umzuege-didschun.de,https://www.umzuege-didschun.de/,+49 341 6992050,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@umzuege-didschun.de,office@umzuege-didschun.de; consolidated_sync:info-didschun@t-online.de,info@umzuege-didschun.de",unknown,,smtp_unreachable,false
NP Transport & Logistik,e-mailinfo@nptrans.de,http://www.nptransport-logistik.de/,+49 69 15391371,,,,DE,,,,,MVP,Apify_emails + MVP; consolidated_sync:e-mailinfo@nptrans.de,unknown,,smtp_unreachable,false
Neumarkt,3809678info@schlichtungsstelle-nahverkehr.de; info@schlichtungsstelle-nahverkehr.de; kontakt@kvb.koeln; office@kvb.koeln,https://www.kvb.koeln/haltestellen/overview/2/,+49 221 5470,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@kvb.koeln,office@kvb.koeln; consolidated_sync:3809678info@schlichtungsstelle-nahverkehr.de,info@schlichtungsstelle-nahverkehr.de",unknown,,smtp_unreachable,false
Orient Spedition Hamburg,kontakt@odsorient.com; office@odsorient.com,http://www.odsorient.com/,+49 40 2482140,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@odsorient.com,office@odsorient.com",unknown,,smtp_unreachable,false
Reber Logistik Gruppe Leipzig,info@reber-logistik.de; info@remove-this.reber-logistik.de; isabelle.kauffeldt@remove-this.reber-logistik.de; kontakt@reber-logistik.de; marion.bornmann@remove-this.reber-logistik.de; mirko.kauffeldt@remove-this.reber-logistik.de; office@reber-logistik.de; bakajeweugen.bakajew@reber-logistik.detelefon; bohrmannthomas.bormann@reber-logistik.demobil; dibjosef.dib@cerberus-logistics.detelefon; georgespeter.georges@reber-logistik.detelefon; hannamannjan.hannamann@reber-logistik.detelefon; hoogealbert.hooge@reber-logistik.detelefon; info@cerberus-logistics.attel; info@remove-this.expotrans.detelefon; info@remove-this.reber-logistik.detelefon; info@remove-this.reber-logistik.dewww; ohlweilerinfo@remove-this.reber-logistik.detelefon; peter.georges@reber-logistik.detelefon; robert.tietze@remove-this.reber-logistik.detelefon; thomas.bormann@remove-this.reber-logistik.demobil; tino.jackl@reber-logistik.detelefon,https://www.reber-logistik.de/,+49 341 467990,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:info@reber-logistik.de,kontakt@reber-logistik.de,office@reber-logistik.de; consolidated_sync:bakajeweugen.bakajew@reber-logistik.detelefon,bohrmannthomas.bormann@reber-logistik.demobil,dibjosef.dib@cerberus-logistics.detelefon,georgespeter.georges@reber-logistik.detelefon,hannamannjan.hannamann@reber-logistik.detelefon,hoogealbert.hooge@reber-logistik.detelefon,info@cerberus-logistics.attel,info@remove-this.expotrans.detelefon,info@remove-this.reber-logistik.de,info@remove-this.reber-logistik.detelefon,info@remove-this.reber-logistik.dewww,isabelle.kauffeldt@remove-this.reber-logistik.de,marion.bornmann@remove-this.reber-logistik.de,mirko.kauffeldt@remove-this.reber-logistik.de,ohlweilerinfo@remove-this.reber-logistik.detelefon,peter.georges@reber-logistik.detelefon,robert.tietze@remove-this.reber-logistik.detelefon,thomas.bormann@remove-this.reber-logistik.demobil,tino.jackl@reber-logistik.detelefon",unknown,,smtp_unreachable,false
Saidykhan Transport & Logistik,info@saidykhan-logistik.de; kontakt@saidykhan-logistik.de; office@saidykhan-logistik.de,https://www.saidykhan-logistik.de/,+49 179 1574022,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@saidykhan-logistik.de,office@saidykhan-logistik.de; consolidated_sync:info@saidykhan-logistik.de",unknown,,smtp_unreachable,false
"Sam24 GmbH | Willi Transport | Umzugsservice, Transport & Mehr",kontakt@sam24gmbh.de; office@sam24gmbh.de,https://www.sam24gmbh.de/,+49 176 64637070,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@sam24gmbh.de,office@sam24gmbh.de",unknown,,smtp_unreachable,false
Spedition Schmid GmbH & Co. KG (Office),kontakt@schmid-spedition.com; office@schmid-spedition.com,http://www.schmid-spedition.com/,+49 89 95477010,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@schmid-spedition.com,office@schmid-spedition.com",unknown,,smtp_unreachable,false
Sägewerk Transporte GmbH,info@saegewerk-transporte.de; kontakt@saegewerk-transporte.de; office@saegewerk-transporte.de,http://www.saegewerk-transporte.de/,+49 211 2395513,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Düsseldorf, status: currently registered",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@saegewerk-transporte.de,office@saegewerk-transporte.de; consolidated_sync:info@saegewerk-transporte.de",unknown,,smtp_unreachable,false
Tauro Transporte,info@tauro-transporte.de; kontakt@tauro-transporte.de; office@tauro-transporte.de,http://www.tauro-transporte.de/,+49 1577 1468219,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@tauro-transporte.de,office@tauro-transporte.de; consolidated_sync:info@tauro-transporte.de",unknown,,smtp_unreachable,false
TraCo Trans Colonia Transporte GmbH,kontakt@traco-transporte.eu; office@traco-transporte.eu,http://traco-transporte.eu/,+49 221 368930,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Köln, status: currently registered",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@traco-transporte.eu,office@traco-transporte.eu",unknown,,smtp_unreachable,false
Transporte & Umzüge Miller GmbH,info@transporte-miller.de; kontakt@transporte-miller.de; office@transporte-miller.de; 30103295info@transporte-miller.deplant; info@transporte-miller.deanfahrt; info@transporte-miller.dekontakttel; info@transporte-miller.demehr,http://www.transporte-miller.de/,+49 89 70999544,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@transporte-miller.de,office@transporte-miller.de; consolidated_sync:30103295info@transporte-miller.deplant,info@transporte-miller.de,info@transporte-miller.deanfahrt,info@transporte-miller.dekontakttel,info@transporte-miller.demehr",unknown,,smtp_unreachable,false
Umzug Lastentaxi Düsseldorf Entrümpelung Transport,info@transport24.email; 5612815lastentaxi-transport@gmx.dekontakttransport; info@transport24.emailumsatzsteuer,https://transport24-umzuege.de/,+49 172 5612815,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@transport24-umzuege.de,office@transport24-umzuege.de; consolidated_sync:5612815lastentaxi-transport@gmx.dekontakttransport,info@transport24.email,info@transport24.emailumsatzsteuer",unknown,,smtp_unreachable,false
Umzugsunternehmen Berlin Kirsch GmbH,kontakt@umzugsunternehmen-kirsch.berlin; office@umzugsunternehmen-kirsch.berlin,https://umzugsunternehmen-kirsch.berlin/,+49 30 54088066,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@umzugsunternehmen-kirsch.berlin,office@umzugsunternehmen-kirsch.berlin",unknown,,smtp_unreachable,false
Umzüge & Transporte Rheinland Logistik Düsseldorf,kontakt@rheinland-logistik-nrw.de; office@rheinland-logistik-nrw.de,https://rheinland-logistik-nrw.de/,+49 176 83286640,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@rheinland-logistik-nrw.de,office@rheinland-logistik-nrw.de",unknown,,smtp_unreachable,false
Umzüge & Transporter Bleik | Essen,kontakt@bleikgmbh.de; office@bleikgmbh.de,http://www.bleikgmbh.de/,+49 201 61205911,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@bleikgmbh.de,office@bleikgmbh.de",unknown,,smtp_unreachable,false
Variant Transport GmbH,info@variant-transport.de; kontakt@variant-transport.de; office@variant-transport.de,http://www.variant-transport.de/,+49 341 269540,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@variant-transport.de,office@variant-transport.de; consolidated_sync:info@variant-transport.de",unknown,,smtp_unreachable,false
Varona Transporte,info@varonatransporte.com; items.varona.transporte@gmx.de; kontakt@varonatransporte.com; office@varonatransporte.com; service@varonatransporte.com; varona.transporte@gmx.de; vertrieb@varonatransporte.com; 59886674varona.transporte@gmx.deimpressum,http://www.varonatransporte.com/,+49 1515 9886674,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx:service@varonatransporte.com,vertrieb@varonatransporte.com,info@varonatransporte.com,kontakt@varonatransporte.com,office@varonatransporte.com; consolidated_sync:59886674varona.transporte@gmx.deimpressum,info@varonatransporte.com,items.varona.transporte@gmx.de,kontakt@varonatransporte.com,office@varonatransporte.com,service@varonatransporte.com,varona.transporte@gmx.de,vertrieb@varonatransporte.com",unknown,,smtp_unreachable,false
Wacker Speditions GmbH,kontakt@wacker-spedition.de; office@wacker-spedition.de,http://www.wacker-spedition.de/,+49 711 881183,,,,DE,,,,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@wacker-spedition.de,office@wacker-spedition.de",unknown,,smtp_unreachable,false
We make Transport.,info@we-make-transport.de; kontakt@we-make-transport.de; office@we-make-transport.de; service@we-make-transport.de; vertrieb@we-make-transport.de,http://we-make-transport.de/,+49 176 36501652,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx:kontakt@we-make-transport.de,office@we-make-transport.de,service@we-make-transport.de,vertrieb@we-make-transport.de,info@we-make-transport.de",unknown,,smtp_unreachable,false
Wolfgang Hess Internationale Spedition GmbH,info@spedition-hess.de; kontakt@spedition-hess.de; office@spedition-hess.de,https://spedition-hess.de/,+49 89 3510000,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@spedition-hess.de,office@spedition-hess.de; consolidated_sync:info@spedition-hess.de,office@spedition-hess.de",unknown,,smtp_unreachable,false
YS Transporte GmbH,kontakt@ys-transporte.com; office@ys-transporte.com,https://ys-transporte.com/,+49 211 56650870,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Düsseldorf, status: currently registered",MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@ys-transporte.com,office@ys-transporte.com",unknown,,smtp_unreachable,false
brook transporte + logistik GmbH,kontakt@brook-transporte.de; office@brook-transporte.de,http://www.brook-transporte.de/,+49 40 882180950,,,,DE,,,,,MVP,"Apify_emails + MVP; pattern_mx_top3:kontakt@brook-transporte.de,office@brook-transporte.de",unknown,,smtp_unreachable,false
Bushra Chaudhary,info@chaudhary.de,https://chaudhary-kurier.de,,,,,DE,,,,,MainDB,MainDB + MainDB_old; import:info@chaudhary.de,unknown,,smtp_unreachable,false
Hello,hello@dynamic-logistics.de; info@dynamic-logistics.de; info@eclkontor.com; kontakt@dynamic-logistics.de; office@dynamic-logistics.de,https://dynamic-logistics.de/,,,,,DE,,,,,MainDB,"pattern_mx_top3:kontakt@dynamic-logistics.de,office@dynamic-logistics.de; consolidated_sync:hello@dynamic-logistics.de,info@dynamic-logistics.de,info@eclkontor.com",unknown,,smtp_unreachable,false
Berlin,info@hansetrans-guetertaxi.de; berlin@stadtbote.de; info@stadtbote.de; kontakt@hansetrans-guetertaxi.de; office@hansetrans-guetertaxi.de; service@hansetrans-guetertaxi.de; vertrieb@hansetrans-guetertaxi.de,https://hansetrans-guetertaxi.de/leipzig/,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx:kontakt@hansetrans-guetertaxi.de,office@hansetrans-guetertaxi.de,service@hansetrans-guetertaxi.de,info@hansetrans-guetertaxi.de,vertrieb@hansetrans-guetertaxi.de",unknown,,smtp_unreachable,false
Jetrans (A. Jenne),info@jetrans.de,,,,,,DE,,,,,MainDB,MainDB + MainDB_old; import:info@jetrans.de,unknown,,smtp_unreachable,false
Magic Jordan M. S.,info@magic-jordan.de,,,,,,DE,,,,,MainDB,MainDB + MainDB_old; import:info@magic-jordan.de,unknown,,smtp_unreachable,false
Peter Spedition GmbH,arne-aits@sped-kuhnert.de; info@areltrailer.com; info@sped-kuhnert.de; kontakt@sped-kuhnert.de; michael-illing@sped-kuhnert.de; office@sped-kuhnert.de; thorben-illing@sped-kuhnert.de,http://www.sped-kuhnert.de/,,,78087,Am Fohrenwald 3,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Freiburg, status: removed, reg_num: B1204_HRB701878",OffeneRegister,"fuzzy_matched:fuzzy:score=100.0:from=Spedition Peter Kuhnert & Sohn GmbH; pattern_mx_top3:info@sped-kuhnert.de,kontakt@sped-kuhnert.de,office@sped-kuhnert.de",unknown,,smtp_unreachable,false
JL Transport und Logistik GmbH & Co. KG,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,75181,Eichenlaubweg 31,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: removed, reg_num: B8535_HRA703249",OffeneRegister,"fuzzy_matched:fuzzy:score=93.61702127659575:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
Martin Spedition GmbH & Co. KG,info@martin-spedition.de; mail@martin-spedition.de,https://martin-spedition.de; https://martin-spedition.de/,+49 30 921037360,,77880,Im Rot 1,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: currently registered, reg_num: B8535_HRA707233",OffeneRegister,fuzzy_matched:fuzzy:score=100.0:from=MARTIN Internationale Spedition GmbH,unknown,,smtp_unreachable,false
"Hoffmann Logistik GmbH, Internationale Spedition",hoffmanngmbh@t-online.de; info@hoffmannverpackungen.eu; kontakt@hoffmannverpackungen.eu; office@hoffmannverpackungen.eu; service@hoffmannverpackungen.eu; vertrieb@hoffmannverpackungen.eu,https://www.hoffmannverpackungen.eu/,,,76661,Philippsburger Landstraße,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: currently registered, reg_num: B8535_HRB250604",OffeneRegister,"fuzzy_matched:fuzzy:score=100.0:from=Hoffmann GmbH; pattern_mx:office@hoffmannverpackungen.eu,vertrieb@hoffmannverpackungen.eu,info@hoffmannverpackungen.eu,kontakt@hoffmannverpackungen.eu,service@hoffmannverpackungen.eu",unknown,,smtp_unreachable,false
B & B Logistik GmbH,info@bpspedition.eu,http://www.bpspedition.eu/,,,76135,Unterreut 6,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: currently registered, reg_num: B8535_HRB702713",OffeneRegister,fuzzy_matched:fuzzy:score=100.0:from=B + P Spedition + Logistik  GmbH,unknown,,smtp_unreachable,false
UB Transport Logistik GmbH,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,69198,Bollengrubenweg 26,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: currently registered, reg_num: B8535_HRB703397",OffeneRegister,"fuzzy_matched:fuzzy:score=92.3076923076923:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
BD Transporte GmbH,info@böld-group.de; kontakt@böld-group.de; office@böld-group.de; service@böld-group.de; vertrieb@böld-group.de; patrick.englhart@boeld-transporte.de,https://böld-group.de,,,75177,Heinrich-Wieland-Allee 4,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: removed, reg_num: B8535_HRB712328",OffeneRegister,"fuzzy_matched:fuzzy:score=92.85714285714286:from=Böld Transporte GmbH; pattern_mx:vertrieb@böld-group.de,office@böld-group.de,service@böld-group.de,info@böld-group.de,kontakt@böld-group.de",unknown,,smtp_unreachable,false
PGO Service & Logistik GmbH,info@go-logistikservice.de; kontakt@go-logistikservice.de; office@go-logistikservice.de; stahr@go-logistikservice.de,http://go-logistikservice.de/,,,75038,Drosselweg 21,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Mannheim, status: currently registered, reg_num: B8535_HRB717338",OffeneRegister,"fuzzy_matched:fuzzy:score=97.43589743589743:from=GO Logistik-Service; pattern_mx_top3:info@go-logistikservice.de,kontakt@go-logistikservice.de,office@go-logistikservice.de",unknown,,smtp_unreachable,false
A. Abk: Albrecht Abschleppdienst Autovermietung Pannendienst 0180 - ALBRECHT Tel. + www.0180-ALBRECHT.de Abschleppdienst Abschlepp- & Pannendienst Autoverleih Dienstleistung Handel Vermittlung Auto 24-Std.-Service Tag + Nacht Pkw + Transporter + Lkw mobiler vor Ort Service RW + VS + TUT PLZ-Bereich 78* Dieter E. Albrecht Nachfolger Inh. Aleksandar Puresevic e. K.,info@ag-transporter.de,https://ag-transporter.de/,,,78628,Stadtgrabenstraße 6,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered, reg_num: B8534_HRA471088",OffeneRegister,fuzzy_matched:fuzzy:score=92.85714285714286:from=A&G Transporter,unknown,,smtp_unreachable,false
MF Transport und Logistik e.K.,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,72172,Obere Gärten 12,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered, reg_num: B8534_HRA727604",OffeneRegister,"fuzzy_matched:fuzzy:score=93.61702127659575:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
KS Logistik + Transport GmbH,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,70469,Wernerstraße 91,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered, reg_num: B8534_HRB22825",OffeneRegister,"fuzzy_matched:fuzzy:score=92.3076923076923:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
S Logistik GmbH,info@sc-logistik.de; kontakt@sc-logistik.de; office@sc-logistik.de,http://www.sc-logistik.de,,,70619,Bernsteinstraße 128,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: removed, reg_num: B8534_HRB734980",OffeneRegister,"fuzzy_matched:fuzzy:score=95.23809523809524:from=SC Logistik GmbH; pattern_mx_top3:kontakt@sc-logistik.de,office@sc-logistik.de",unknown,,smtp_unreachable,false
S Transport & Logistik GmbH,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,70736,Gotthilf-Bayh-Straße 4,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered, reg_num: B8534_HRB739174",OffeneRegister,"fuzzy_matched:fuzzy:score=94.73684210526315:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
MK Transport & Logistik GmbH,info@cl-spedition.de; kontakt@cl-spedition.de; office@cl-spedition.de,http://www.cl-spedition.de/,+49 30 4467770,,71139,Mercedesstraße 7,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: currently registered, reg_num: B8534_HRB740014",OffeneRegister,"fuzzy_matched:fuzzy:score=92.3076923076923:from=CL Spedition Berlin Transport und Logistik GmbH; pattern_mx_top3:kontakt@cl-spedition.de,office@cl-spedition.de",unknown,,smtp_unreachable,false
H & H Express Transportlogistik UG (haftungsbeschränkt),info@nfg-transportlogistik.de; kevin.juras@nfg-transportlogistik.de; kontakt@nfg-transportlogistik.de; office@nfg-transportlogistik.de,https://nfg-transportlogistik.de/,,,79780,Kalvarienbergstraße 25,DE,,,Baden-Württemberg,"OffeneRegister: de, Baden-Württemberg, Stuttgart, status: removed, reg_num: B8534_HRB741870",OffeneRegister,"fuzzy_matched:fuzzy:score=94.73684210526315:from=NFG Transportlogistik UG (haftungsbeschränkt); pattern_mx_top3:kontakt@nfg-transportlogistik.de,office@nfg-transportlogistik.de",unknown,,smtp_unreachable,false
